Time,sFH_FMU.outputs.outputsDem.T_Air,sFH_FMU.ts_T_inside_min,sFH_FMU.ts_T_inside_max,sFH_FMU.outputs.outputsDist.t_TES,sFH_FMU.outputs.outputsDist.t_DHW,sFH_FMU.outputs.outputsGen.power_HP,sFH_FMU.outputs.outputsGen.power_rod,sFH_FMU.outputs.outputsElec.power_use_PV,sFH_FMU.outputs.outputsElec.power_to_grid_PV,sFH_FMU.outputs.outputsElec.power_to_BAT_PV,sFH_FMU.outputs.outputsElec.soc_BAT,sFH_FMU.outputs.outputsElec.res_elec,sFH_FMU.outputs.outputsTra.T_supply_UFH,sFH_FMU.outputs.outputsDist.ch_TES,sFH_FMU.outputs.outputsDist.ch_DHW,sFH_FMU.outputs.outputsGen.heat_rod,sFH_FMU.outputs.outputsGen.heat_HP,sFH_FMU.outputs.outputsGen.T_return,sFH_FMU.outputs.outputsGen.T_supply,sFH_FMU.outputs.outputsTra.T_return_UFH,sFH_FMU.outputs.outputsTra.Q_conv_UFH,sFH_FMU.outputs.outputsTra.Q_rad_UFH,sFH_FMU.outputs.outputsTra.T_panel_heating1,sFH_FMU.outputs.outputsDem.dT_vio,sFH_FMU.outputs.outputsElec.power_use_BAT,sFH_FMU.outputs.outputsElec.power_to_grid_BAT,sFH_FMU.outputs.outputsElec.power_to_BAT_from_grid,sFH_FMU.outputs.outputsElec.ch_BAT,sFH_FMU.outputs.outputsElec.dch_BAT,sFH_FMU.outputs.outputsElec.power_to_grid,sFH_FMU.outputs.outputsElec.power_from_grid,sFH_FMU.mFlow_DHW,sFH_FMU.TDem_DHW,sFH_FMU.dem_e_mob,sFH_FMU.dem_elec,sFH_FMU.table_HT_NT.y[1],sFH_FMU.table_ts_price_elec.y[1],sFH_FMU.price_el
593100,294.05484,293.65,294.15,309.27856,332.39066,3337.392,2061.8557,0,0,0,0.19548814,6012.887,311.52444,8221.083,0,2000,6247.821,315.14093,324.49756,305.93558,3248.8103,4293.4897,300.56876,0,0,0,7.263441e-05,0,0,0,6012.887,0,283.15,0,613.6393,0.376,0.4734511,0.000346
594000,294.10635,293.65,294.15,309.53543,332.35904,3328.7053,2061.8557,0,0,0,0.19548135,5938.4663,311.80365,8173.4443,0,2000,6194.075,315.36063,324.66302,306.14755,3291.75,4368.5356,300.70636,0,0,0,7.263441e-05,0,0,0,5938.4663,0,283.15,0,547.9053,0.376,0.45124853,0.000346
594900,293.84174,293.65,294.15,309.68738,332.32718,3333.8855,2061.8557,0,0,0,0.19547457,5941.491,311.98645,8159.6045,0,2000,6175.591,315.49927,324.7859,306.2379,3422.2048,4373.664,300.7033,0,0,0,7.263441e-05,0,0,0,5941.491,0.01,286.15,0,545.74976,0.376,0.45124853,0.000346
595800,293.85785,293.65,294.15,309.7875,332.20645,3349.5166,2061.8557,0,0,0,0.19546777,6024.8345,312.09793,8164.5425,0,2000,6180.1875,315.60187,324.8941,306.3214,3441.7148,4395.3027,300.7585,0,0,0,7.263441e-05,0,0,0,6024.8345,0.046666667,297.15,0,613.46204,0.376,0.45124853,0.000346
596700,293.8803,293.65,294.15,309.8717,330.2384,3372.8557,2061.8557,0,0,0,0.19546099,6054.4585,312.19025,8180.8325,0,2000,6198.3896,315.6969,325.0077,306.39224,3455.0313,4413.3267,300.80768,0,0,0,7.263441e-05,0,0,0,6054.4585,0,283.15,0,619.74695,0.376,0.45124853,0.000346
597600,293.9018,291.15,291.65,309.95142,330.2092,1148.0862,2061.8557,0,0,0,0.1954542,3827.389,309.3687,8211.492,0,2000,2100,315.7976,325.14328,299.80463,3467.4546,4429.99,300.8541,2.2517984,0,0,7.263441e-05,0,0,0,3827.389,0,283.15,0,617.4469,0.316,0.39242855,0.000346
598500,292.25598,291.15,291.65,313.70718,330.17917,1110.5516,2061.8557,0,0,0,0.19544742,3690.464,302.57126,4144.6284,0,2000,2162.7976,316.3843,321.10138,293.00714,216.76395,291.1805,292.69058,0.6059752,0,0,7.263441e-05,0,0,0,3690.464,0,283.15,0,518.0568,0.316,0.39242855,0.000346
599400,291.86536,291.15,291.65,316.38016,330.1492,1115.6964,2061.8557,0,0,0,0.19544064,3525.3708,302.14233,3730.131,0,2000,2100,318.72864,322.974,292.57825,63.909744,-16.256468,291.9935,0.21535467,0,0,7.263441e-05,0,0,0,3525.3708,0,283.15,0,347.8188,0.316,0.39242855,0.000346
600300,291.78635,291.15,291.65,318.962,330.11923,1165.8943,2061.8557,0,0,0,0.19543384,3521.1687,302.0818,3723.4563,0,2000,2100,321.3359,325.57367,292.5177,50.556713,-46.427917,291.88773,0.13636166,0,0,7.263441e-05,0,0,0,3521.1687,0,283.15,0,293.41876,0.316,0.39242855,0.000346
601200,291.74127,291.15,291.65,321.54163,330.0893,1216.0579,2061.8557,0,0,0,0.19542706,3575.1775,302.057,3725.0444,0,2000,2100,323.93524,328.1748,292.4929,49.24588,-49.998173,291.84003,0.0912652,0,0,7.263441e-05,0,0,0,3575.1775,0,283.15,0,297.2641,0.316,0.3130311,0.000346
602100,291.70013,291.15,291.65,324.12036,330.05936,1259.5669,2061.8557,0,0,0,0.19542027,3609.1086,302.0361,3726.1914,0,2000,2100,326.5254,330.76627,292.472,49.15482,-50.92037,291.7987,0.050131615,0,0,7.263441e-05,0,0,0,3609.1086,0,283.15,0,287.68604,0.316,0.3130311,0.000346
603000,291.65988,291.15,291.65,325.2036,330.02945,0,0,0,0,0,0.19541349,224.42474,302.01584,0,0,0,0,328.5525,331.803,292.45175,49.216362,-51.573704,291.75858,0.009874882,0,0,7.263441e-05,0,0,0,224.42474,0,283.15,0,224.42474,0.316,0.3130311,0.000346
603900,291.62012,291.15,291.65,325.17715,329.99957,0,0,0,0,0,0.1954067,209.14034,301.99588,0,0,0,0,328.5525,331.803,292.4318,49.315502,-52.204212,291.719,0,0,0,7.263441e-05,0,0,0,209.14034,0,283.15,0,209.14034,0.316,0.3130311,0.000346
604800,291.58075,291.15,291.65,325.15073,329.96973,0,0,0,0,0,0.19539991,209.14034,301.97617,0,0,0,0,328.5525,331.803,292.41208,49.43891,-52.83271,291.67987,0,0,0,7.263441e-05,0,0,0,209.14034,0,283.15,0,209.14034,0.316,0.3130311,0.000346
